# Started Wed Oct 15 18:55:03 2025
stream_id,event_id,sampled_ts,arrival_ts,event_ts,datatype,unit,value,origin,reconstructed_value,reconstruction_method,confidence,reconstruction_flag,status,source,extras
fuel-1,fuel-1_1,1760568903.311373,1760568903.311373,1760568903.311373,float,%,50.23553373854643,source,50.31096639933028,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568903.87037,1760568903.87037,1760568903.87037,float,C,73.71166337021035,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_3,1760568903.87037,1760568903.87037,1760568903.87037,float,C,73.71166337021035,source,72.86939520173337,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568904.059268,1760568904.059268,1760568904.059268,float,%,50.27157907119852,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_2,1760568904.059268,1760568904.059268,1760568904.059268,float,%,50.27157907119852,source,50.29609352687718,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_3,1760568904.3085701,1760568904.3085701,1760568904.3085701,float,km/h,13.688236697293704,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_3,1760568904.3085701,1760568904.3085701,1760568904.3085701,float,km/h,13.688236697293704,source,17.31466607131971,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760568904.7607715,1760568904.7607715,1760568904.7607715,float,C,73.5346794373498,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_4,1760568904.7607715,1760568904.7607715,1760568904.7607715,float,C,73.5346794373498,source,73.15961937704775,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568905.307929,1760568905.307929,1760568905.307929,float,%,50.03169776273276,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_4,1760568905.307929,1760568905.307929,1760568905.307929,float,km/h,18.82946447076506,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_3,1760568905.307929,1760568905.307929,1760568905.307929,float,%,50.03169776273276,source,50.21030173412018,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_4,1760568905.307929,1760568905.307929,1760568905.307929,float,km/h,18.82946447076506,source,17.503692314633437,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_5,None,1760568905.6370542,1760568905.6347501,float,C,73.14481977132448,missing,73.14481977132448,KalmanFilter,0.8863862468972342,True,reconstructed,SimulatedStream,{}
speed-1,speed-1_5,1760568906.3085825,1760568906.3085825,1760568906.3085825,float,km/h,17.68894343896008,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_5,1760568906.3085825,1760568906.3085825,1760568906.3085825,float,km/h,17.68894343896008,source,17.03551457926018,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760568906.5274303,1760568906.5274303,1760568906.5274303,float,C,75.3892786048572,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_6,1760568906.5274303,1760568906.5274303,1760568906.5274303,float,C,75.3892786048572,source,74.40350700227637,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_4,1760568906.5579362,1760568906.5579362,1760568906.5579362,float,%,50.31227914278409,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_4,1760568906.5579362,1760568906.5579362,1760568906.5579362,float,%,50.31227914278409,source,50.24055819124832,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_6,1760568907.30839,1760568907.30839,1760568907.30839,float,km/h,15.452433807958519,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_6,1760568907.30839,1760568907.30839,1760568907.30839,float,km/h,15.452433807958519,source,15.623050814897129,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_7,1760568907.4179034,1760568907.4179034,1760568907.4179034,float,C,77.4307080009903,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_7,1760568907.4179034,1760568907.4179034,1760568907.4179034,float,C,77.4307080009903,source,75.92120400050749,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_5,1760568907.8076332,1760568907.8076332,1760568907.8076332,float,%,50.42574326799164,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_5,1760568907.8076332,1760568907.8076332,1760568907.8076332,float,%,50.42574326799164,source,50.29366463855955,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_7,1760568908.3065271,1760568908.3065271,1760568908.3065271,float,km/h,19.373295834894762,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760568908.3065271,1760568908.3065271,1760568908.3065271,float,C,78.85468281697698,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_7,1760568908.3065271,1760568908.3065271,1760568908.3065271,float,km/h,19.373295834894762,source,17.170850831099926,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_8,1760568908.3065271,1760568908.3065271,1760568908.3065271,float,C,78.85468281697698,source,77.37471716033079,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_6,1760568909.0538328,1760568909.0538328,1760568909.0538328,float,%,50.38016641973813,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_6,1760568909.0538328,1760568909.0538328,1760568909.0538328,float,%,50.38016641973813,source,50.31812158304318,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_9,1760568909.2098181,1760568909.2098181,1760568909.2098181,float,C,77.92252053442468,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_9,1760568909.2098181,1760568909.2098181,1760568909.2098181,float,C,77.92252053442468,source,77.7351734943386,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_8,1760568909.3047705,1760568909.3047705,1760568909.3047705,float,km/h,26.319899962083866,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_8,1760568909.3047705,1760568909.3047705,1760568909.3047705,float,km/h,26.319899962083866,source,21.89783205912206,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760568910.0997505,1760568910.0997505,1760568910.0997505,float,C,80.68001352382383,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_10,1760568910.0997505,1760568910.0997505,1760568910.0997505,float,C,80.68001352382383,source,79.2197440609303,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
fuel-1,fuel-1_7,1760568910.301033,1760568910.301033,1760568910.301033,float,%,50.51000015519509,source,None,None,None,None,observed,SimulatedStream,{}
speed-1,speed-1_9,1760568910.301033,1760568910.301033,1760568910.301033,float,km/h,28.021366223881707,source,None,None,None,None,observed,SimulatedStream,{}
fuel-1,fuel-1_7,1760568910.301033,1760568910.301033,1760568910.301033,float,%,50.51000015519509,source,50.37189151555583,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
speed-1,speed-1_9,1760568910.301033,1760568910.301033,1760568910.301033,float,km/h,28.021366223881707,source,25.251698465833847,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760568910.9828577,1760568910.9828577,1760568910.9828577,float,C,79.73103642802657,source,None,None,None,None,observed,SimulatedStream,{}
engine-temp-1,engine-temp-1_11,1760568910.9828577,1760568910.9828577,1760568910.9828577,float,C,79.73103642802657,source,79.60879166136142,KalmanFilter,1.0,False,reconstructed,SimulatedStream,{}
